Level Name,Creator,Level ID,Creator User ID,Difficulty,Reward,,Rating,Song Name,Song Artist,Song ID,Extra Songs,Gamemode,Coins,Coins Status,Duration,Length,Description,Objects,Objects (LDM),LDM,Two Player,Game Version,Level Version,Password,Copied ID,Requested Reward,Editor Time,Editor Time (Copies),Editor Time (+Copies),Upload Date,Update Date
permanent,MinYong05,76082662,56789312,Hard,5⭐,5,✔ Normal,Lumina,Xomu10,887400,,⭐ Classic,💿💿💿,Verified,0:00:59.36,🕒 Long,A mysterious level where the design gets better as you go on. wow.,"18,536",N/A,❌ No,❌ No,2.1,2,521,8254,5,0:38:23,0:00:03,0:38:26,2021-11-27 03:14:48,2021-12-03 08:24:31
return of de monke,danielsbadkarma,76084284,143797708,Harder,7⭐,7,✨ Featured,Delay Drama,milkypossum,1084115,,⭐ Classic,💿💿,Verified,0:01:05.41,🕒 Long,SEQUEL!!! oo oo ah ah!!,"40,179","35,400",✅ Yes,❌ No,2.1,6,Free Copy,N/A,7,22:25:51,N/A,22:25:51,2021-11-27 04:49:04,2021-11-30 23:44:26
Sweet,iDancre,76096923,130379859,Hard,4⭐,4,✨ Featured,EspiDev - Reverie,EspiDev,787986,,⭐ Classic,💿,Verified,0:01:00.63,🕒 Long,"Dedicated to: Lereck, CreatorAnuar and Xspace1 (reupload because I made level improvements)","43,679","31,614",✅ Yes,❌ No,2.1,1,No Copy,N/A,4,0:00:04,20:00:33,20:00:37,2021-11-27 14:26:33,2021-12-04 15:02:42
Tristes Ojos,jacr360,76098204,10516470,Hard,5⭐,5,✨ Featured,agoodgoodbye,garlagan,680014,,⭐ Classic,💿,Verified,0:01:03.96,🕒 Long,"After 2 years of hard work, I'm so proud of this level, it was created in my saddest hours. I hope you enjoy it and thanks for waiting <3","45,319","42,870",✅ Yes,❌ No,2.1,3,No Copy,N/A,5,0:03:53,61:52:25,61:56:18,2021-11-27 15:06:30,2021-11-27 23:39:14
Elena viktorovna ,Zlovz,76100944,149575268,Hard,5⭐,5,✨ Featured,Computer Face Remix,kingtaco16,422042,,⭐ Classic,,N/A,0:00:59.54,🕒 Long,everybody,"6,393",N/A,❌ No,❌ No,2.1,1,Free Copy,N/A,6,3:47:04,N/A,3:47:04,2021-11-27 16:29:39,2021-11-27 16:29:39
Moldering Manor,DataGhost,76103221,20952597,Medium Demon,10⭐,10,✨ Featured,The Dark,Schtiffles,640174,,⭐ Classic,,N/A,0:01:05.02,🕒 Long,a haunted house with a picket fence,"48,846","39,151",✅ Yes,❌ No,2.1,6,Free Copy,64804016,10,21:49:05,3:45:17,25:34:22,2021-11-27 17:35:43,2021-12-16 02:31:42
nevereverland,7ak,76104342,97304269,Insane,8⭐,8,✔ Normal,forgiveness,wilidacious,1012190,,⭐ Classic,,N/A,0:01:33.10,🕒 Long, ,"36,199","26,434",✅ Yes,❌ No,2.1,4,No Copy,72763580,8,1:05:45,5:14:49,6:20:34,2021-11-27 18:09:04,2021-11-27 20:39:59
Glowy blowyyy,DenoXx,76107065,85598232,Hard,4⭐,4,✨ Featured,Ataraxia (Original Mix),KaixoMusic,801642,,⭐ Classic,💿💿💿,Verified,0:01:00.06,🕒 Long,Inspired on braedenthecroco levels hope u like pls rate 3 :),"43,804","41,021",✅ Yes,❌ No,2.1,15,2323,N/A,3,6:50:15,5:20:16,12:10:31,2021-11-27 19:24:41,2021-12-19 04:21:42
Chatoyant,CoolG2007,76107443,164734051,Harder,7⭐,7,✨ Featured,Skybound,Lockyn,655358,,⭐ Classic,,N/A,0:01:00.06,🕒 Long,"After around a month of building and nearly dropping this project twice, my new best level has finally been complete. Enjoy!","33,915",N/A,❌ No,❌ No,2.1,2,998632,N/A,7,0:23:53,18:42:26,19:06:19,2021-11-27 19:37:06,2022-05-28 08:50:57
Factory Part,Renn241,76107756,98242776,Medium Demon,10⭐,10,✨ Featured,Explore The Core,DJVI,567778,,⭐ Classic,,N/A,0:01:10.64,🕒 Long,That good ol' random factory part in every 2.0 level. (even though its not really much of a factory lol) - Dedicated to shMarlow,"52,973","38,743",✅ Yes,❌ No,2.1,6,Free Copy,N/A,10,28:13:38,2:45:26,30:59:04,2021-11-27 19:46:49,2021-12-11 00:11:13
Track No 150,ViprinsDaughter,76110549,33837810,Harder,6⭐,6,✔ Normal,track #150,TOMBOYY,1045486,,⭐ Classic,💿,Verified,0:00:45.90,🕒 Medium,Track No 150,"9,166","4,904",✅ Yes,❌ No,2.1,7,150150,N/A,6,9:32:34,N/A,9:32:34,2021-11-27 21:25:19,2022-01-22 12:28:29
Mafuba,lmarce1,76112713,8292115,Harder,6⭐,6,✨ Featured,Rutra - Take Your Time,RutraOfficiel,1023550,,⭐ Classic,💿,Verified,0:01:02.78,🕒 Long,Mi primer featured,"44,632","40,148",✅ Yes,❌ No,2.1,1,No Copy,N/A,5,0:58:52,38:38:02,39:36:54,2021-11-27 22:56:14,2021-11-27 22:56:14
Blast Charge,spl1nt,76115323,14347051,Harder,6⭐,6,✨ Featured,Geoxor - Take me Home,Geoxor,1092324,,⭐ Classic,💿💿💿,Verified,0:01:03.58,🕒 Long,Made in 8 hours. For Gormuck and MrSpaghetti CC1. Hope you enjoy ;3;,"27,304","9,690",✅ Yes,❌ No,2.1,8,112821,N/A,6,7:27:52,N/A,7:27:52,2021-11-28 01:07:38,2021-12-15 13:15:27
Ancestral Love,Cesardavid21GD,76116682,14968452,Harder,6⭐,6,✨ Featured,"GLRE - ""Hyper Potions ID"" (WIP)",JoarZ,817388,,⭐ Classic,💿💿💿,Verified,0:01:25.18,🕒 Long,"This will be the final installment of ""Love"" trilogy, also it's my last level of 2021, enjoy it, and see you in 2022. :)","57,775","51,056",✅ Yes,❌ No,2.1,8,No Copy,N/A,6,20:43:56,N/A,20:43:56,2021-11-28 02:17:35,2021-12-16 18:13:27
Mid,kr1t,76119144,15366864,Harder,7⭐,7,✨ Featured,Lucid (Original Mix),Lockyn,628831,,⭐ Classic,💿💿💿,Verified,0:01:10.70,🕒 Long,distortt,"41,539","31,938",✅ Yes,❌ No,2.1,4,80085,N/A,7,19:34:03,N/A,19:34:03,2021-11-28 04:34:51,2021-11-28 05:04:40
Bunk,Graded,76120176,9663472,Hard,5⭐,5,✨ Featured,-Skelter-,Waterflame,959879,,⭐ Classic,,N/A,0:01:17.08,🕒 Long,"1.9 GDPS level, made in 4 weeks, enjoy.","24,012",N/A,❌ No,❌ No,2.1,1,959879,76119516,5,0:02:09,0:12:35,0:14:44,2021-11-28 05:40:12,2022-01-22 04:24:55
bStep,BridgetTheCroco,76121003,14524162,Hard Demon,10⭐,10,✨ Featured,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:00:59.18,🕒 Long,"BraedenStep. My first memory level thats actually a demon, took me long enough.","30,047","21,402",✅ Yes,❌ No,2.1,1,No Copy,N/A,10,91:00:40,N/A,91:00:40,2021-11-28 06:27:54,2021-11-28 06:28:30
My Feelings,osaragii,76121228,132722888,Hard,5⭐,5,✔ Normal,feelings,ACXLE,867043,,⭐ Classic,,N/A,0:01:14.19,🕒 Long,big thanks to YukimasterGD for polishing this level :),"26,842",N/A,❌ No,❌ No,2.1,1,Free Copy,75953508,5,0:00:09,15:30:49,15:30:58,2021-11-28 06:42:07,2023-05-21 00:53:52
magic nie ma drzwi,jneh,76132871,17684217,Hard,4⭐,4,✨ Featured,Creo - Slow Down,CreoMusic,800646,,⭐ Classic,,N/A,0:01:11.16,🕒 Long,nie pozdrawiam - pozdrawiam nietolerancja.laktozy1,"21,782","15,754",✅ Yes,❌ No,2.1,2,No Copy,62116997,5,0:03:04,15:05:49,15:08:53,2021-11-28 15:06:11,2023-08-07 13:32:32
Jarvity,Dubayo,76138199,114950923,Hard,4⭐,4,✨ Featured,Purity,Jumper,589597,,⭐ Classic,,N/A,0:01:04.35,🕒 Long,,"26,437","25,089",✅ Yes,❌ No,2.2,1,Free Copy,78235800,N/A,0:00:06,0:07:12,0:07:18,2021-11-28 17:58:47,2025-05-25 21:45:14
DREEMER,Wr3nch,76138407,18830884,Harder,7⭐,7,✨ Featured,SLIME,lchavasse,852667,,⭐ Classic,,N/A,0:01:07.33,🕒 Long,Level Swap with Cyanide. Play GLOMER on Cyanides account @notcyanide,"43,097","36,947",✅ Yes,❌ No,2.1,5,765321,75492001,7,1:29:12,21:11:37,22:40:49,2021-11-28 18:05:42,2021-12-01 04:38:25
CORALS,Adriam71,76139724,94805970,Hard,4⭐,4,✨ Featured,Circumnavigating the Glob,OcularNebula,551453,,⭐ Classic,💿💿💿,Verified,0:01:02.90,🕒 Long,A very beautiful theme :3 I hope you like it,"48,808","30,413",✅ Yes,❌ No,2.1,5,806930,N/A,4,0:10:41,7:51:24,8:02:05,2021-11-28 18:48:39,2021-12-09 03:13:34
brae is so cool,zoidylol,76140481,62685076,Hard,5⭐,5,✔ Normal,xor - ??????????????????,Xorberax,945627,,⭐ Classic,💿💿💿,Verified,0:00:58.71,🕒 Long,"Thank you to erquillo1 for letting me upload this on my account instead of his | Dedicated to BraedenTheCroco, erquillo, and more | gaming","32,445",N/A,❌ No,❌ No,2.1,2,No Copy,75734321,5,0:22:56,10:50:25,11:13:21,2021-11-28 19:15:10,2021-12-03 01:28:23
Cyber Dream,guppy28,76140704,87412402,Hard Demon,10⭐,10,🔥 Epic,NEON THRILLS,lukhash,862247,,⭐ Classic,,N/A,0:03:58.82,🕒 XL,"So here it finally is, my first XXL level (4mins) in collaboration with Jamattack. It took a year to get it done, so I hope you'll enjoy it!","80,001","66,483",❌ No,❌ No,2.2,7,Free Copy,65246188,10,1:27:49,132:04:58,133:32:47,2021-11-28 19:22:59,2024-08-02 15:47:12
Etoilys,niremasit,76140874,2997184,Easy Demon,10⭐,10,✨ Featured,F-777 - Prism,F-777,894861,,⭐ Classic,💿💿💿,Verified,0:01:25.63,🕒 Long,My new masterpiece... 130k objs and 120 hours of work! Leave a like :) Asking for easy demon,"133,295","109,627",✅ Yes,❌ No,2.1,2,144144,N/A,10,87:33:44,N/A,87:33:44,2021-11-28 19:30:00,2021-12-03 14:50:46
Ebulliant,EmmyTheAlt,76141144,21912998,Hard,5⭐,5,✨ Featured,Stay Inside Me,OcularNebula,535331,,⭐ Classic,💿💿💿,Verified,0:01:00.05,🕒 Long,New solo made in 2 days. Enjoy! Slight epilepsy warning. :),"33,638","29,714",✅ Yes,❌ No,2.1,2,446677,N/A,6,13:22:35,N/A,13:22:35,2021-11-28 19:39:30,2021-11-28 19:56:55
Despicable XX,VRTGq,76142451,85315542,Insane,9⭐,9,✨ Featured,grandson - Despicable [PRYZM Remix],PRYZM,1077769,,⭐ Classic,💿💿,Verified,0:02:29.51,🕒 XL,LDM to tone down flashes. Update: reduced object count and improved gameplay,"74,747","60,140",✅ Yes,❌ No,2.1,5,40649,N/A,9,91:02:21,N/A,91:02:21,2021-11-28 20:26:21,2023-02-18 16:40:08
4x3lino,Anuarl,76146551,118675383,Easy,2⭐,2,✨ Featured,deeeeeep,4x3linoMusic,1035879,,⭐ Classic,💿💿💿,Verified,0:00:58.65,🕒 Long,Breads will rule the world.,"23,841","22,951",✅ Yes,❌ No,2.1,4,69021,75999921,2,0:10:05,5:35:31,5:45:36,2021-11-28 23:52:42,2021-12-03 05:05:39
Gy,An Gyung,76158198,4231939,Medium Demon,10⭐,10,✨ Featured,Crystal River,Koraii,850510,,⭐ Classic,💿💿,Verified,0:01:21.27,🕒 Long,Seaquel to 'An'. enjoy:),"44,889",N/A,❌ No,❌ No,2.1,5,Free Copy,N/A,10,23:57:18,N/A,23:57:18,2021-11-29 14:00:40,2021-12-13 03:05:31
Close to Immunity,BryanFrddy,76158825,63981005,Harder,6⭐,6,✨ Featured,Dex Arson - Immunity,dexarson,688899,,⭐ Classic,💿💿,Verified,0:01:01.46,🕒 Long,"First solo Lvl :), Dedicated to my friends: Mitycalf, Bymalex and WgPlayer","53,728","39,954",✅ Yes,❌ No,2.1,1,1234,N/A,6,0:00:02,22:56:59,22:57:01,2021-11-29 14:32:06,2021-12-09 04:27:52
Cosmic Cyclone,APTeamOfficial,76159410,128487241,Extreme Demon,10⭐,10,✨ Featured,Hydra,F-777,725417,,⭐ Classic,,N/A,0:01:56.71,🕒 Long,Sequel to the legendary Sonic Wave by Cyclic. Verified by DoSh7t. Made by APTeam. (v1.3),"212,000","188,532",✅ Yes,❌ No,2.2,1,Free Copy,N/A,10,0:00:03,0:05:06,0:05:09,2021-11-29 14:59:09,2024-03-01 20:25:20
PAY,PDKGD,76159556,62431863,Hard Demon,10⭐,10,✨ Featured,Xtrullor - Attention,Xtrullor,524779,,⭐ Classic,,N/A,0:00:49.46,🕒 Medium,Hosted by MazZedy & me. Inspired by Caution from JAGDP - Verified by Teno. My best collab :3 Hope you guys enjoy the level.,"87,347","66,501",✅ Yes,❌ No,2.2,3,Free Copy,73719385,N/A,0:08:22,21:50:49,21:59:11,2021-11-29 15:05:53,2025-07-21 14:08:04
deez,Blochyy,76160659,77702849,Hard,5⭐,5,✨ Featured,Karaplex - Indigo,windluxmusic,695885,,⭐ Classic,💿💿💿,Verified,0:01:00.15,🕒 Long,im not dead :),"32,545","14,715",✅ Yes,❌ No,2.1,1,696969,N/A,6,9:45:47,N/A,9:45:47,2021-11-29 15:51:18,2021-11-29 15:51:18
Dreaming Alchemist,Unbihexium,76162518,44342538,Insane,8⭐,8,✨ Featured,chloroplast,Winter89,961186,,⭐ Classic,,N/A,0:01:00.75,🕒 Long,What about he think? Eco futurism or natural heaven? Who knows...,"29,015","26,138",✅ Yes,❌ No,2.1,3,29035,72111634,8,0:22:55,17:31:14,17:54:09,2021-11-29 17:08:14,2021-12-09 18:34:08
How it Feels,Luap314,76165378,96807409,Hard Demon,10⭐,10,✨ Featured,Minty - Mind Breaker,TheArcadium,914225,,⭐ Classic,,N/A,0:01:49.18,🕒 Long,to chew 4gum,"47,469","33,078",✅ Yes,❌ No,2.1,4,Free Copy,N/A,10,31:13:22,N/A,31:13:22,2021-11-29 19:08:07,2022-01-04 20:08:45
Springtime,VigorousGard3n,76166083,118912836,Extreme Demon,10⭐,10,✔ Normal,Ena,hinkik,681533,,⭐ Classic,,N/A,0:03:19.19,🕒 XL,"Have you ever considered spending your ""Springtime"" for doing something? We had spent ours for Geometry Dash. Finally VERIFIED by Caustix!","247,857","216,848",✅ Yes,❌ No,2.2,2,170903,59567627,N/A,0:00:02,48:28:48,48:28:50,2021-11-29 19:41:18,2025-06-19 23:38:36
Peeled Skin,akinawoo,76169982,11057853,Easy Demon,10⭐,10,🔥 Epic,think about it ???? ~,TOMBOYY,999304,,⭐ Classic,,N/A,0:00:59.08,🕒 Long,mario,"28,482","23,258",✅ Yes,❌ No,2.1,5,112921,N/A,10,37:51:39,0:36:42,38:28:21,2021-11-29 23:25:26,2021-12-13 18:18:50
Chamachi,CogiUS,76170791,7240873,Harder,7⭐,7,✨ Featured,SUNDER,triplebarrel,1065471,,⭐ Classic,,N/A,0:00:56.61,🕒 Medium,[ nerf ],"21,940",N/A,❌ No,❌ No,2.1,1,No Copy,N/A,5,0:03:52,42:18:36,42:22:28,2021-11-30 00:15:24,2022-01-05 11:53:54
Milkshake Light,storyking1559,76171283,87611946,Medium Demon,10⭐,10,✨ Featured,Milkshake,meganeko,684652,,⭐ Classic,💿,Verified,0:01:31.09,🕒 Long,gameplay by: choefeker ,"52,762","46,582",✅ Yes,❌ No,2.1,8,326326,66534474,10,0:43:44,88:11:42,88:55:26,2021-11-30 00:47:04,2022-03-26 11:09:55
Vibez,KNOEPPEL,76173316,12348083,Hard,5⭐,5,✨ Featured,cirrus,wilidacious,1039532,,⭐ Classic,💿💿💿,Verified,0:01:06.00,🕒 Long,Collab with ScriptHD,"8,413",N/A,❌ No,❌ No,2.1,1,Free Copy,N/A,5,0:02:08,4:56:40,4:58:48,2021-11-30 02:55:12,2021-11-30 02:55:12
Bop It,CubicShadow,76174576,112752981,Harder,6⭐,6,✨ Featured,Origami (Electronic),Slleepwalker,824969,,⭐ Classic,,N/A,0:01:01.29,🕒 Long,"Didnt expect to release this on my birthday bit here we go! made for team zeros palett, albeit im 2 months late | 46.8k objects","48,668","37,293",✅ Yes,❌ No,2.1,2,No Copy,73547277,N/A,24:53:36,0:04:16,24:57:52,2021-11-30 04:39:30,2021-11-30 23:01:28
pop,Mistrr,76178622,167246820,Hard,4⭐,4,✨ Featured,The Signalist,OcularNebula,578786,,⭐ Classic,💿💿💿,Verified,0:01:02.27,🕒 Long,My first actually finished level.Spent about 2 weeks on this level.The drop part was inspired by Ausk's tutorial on youtube :),"8,843",N/A,❌ No,❌ No,2.1,1,Free Copy,N/A,4,9:15:22,N/A,9:15:22,2021-11-30 10:21:59,2021-11-30 10:21:59
All Trace,Lyriaki,76183144,139701786,Hard,4⭐,4,✨ Featured,I Live Down Here,Trippple,1085450,,⭐ Classic,,N/A,0:01:06.41,🕒 Long,"""Missing Moon"" Level Duo, 1 of 2. {v. 1.03}","20,863",N/A,❌ No,❌ No,2.1,3,No Copy,N/A,4,0:17:16,57:06:35,57:23:51,2021-11-30 14:41:26,2021-12-01 08:48:10
Planet Bleed,Lyriaki,76183149,139701786,Medium Demon,10⭐,10,🔥 Epic,brt,yagru,743953,,⭐ Classic,,N/A,0:01:08.21,🕒 Long,"""Missing Moon"" Level Duo, 2 of 2. {v. 1.02}","39,083","37,696",✅ Yes,❌ No,2.1,2,No Copy,N/A,10,4:54:15,70:06:57,75:01:12,2021-11-30 14:41:32,2021-11-30 21:51:50
I Was Bored,Agils,76183731,17930391,Hard,4⭐,4,✨ Featured,Promises,KabukiTunes,678497,,⭐ Classic,💿💿,Verified,0:01:00.97,🕒 Long,"Nothing serious, made for fun.","14,743","14,190",✅ Yes,❌ No,2.1,1,301121,N/A,4,0:02:06,14:12:51,14:14:57,2021-11-30 15:09:58,2021-11-30 15:09:58
Trick Or Treat II,MasterDam,76186935,21078376,Insane,9⭐,9,🔥 Epic,Friday Night Funkin - Spookeez (RitoChip Remix),DJchipz,1061027,,⭐ Classic,,N/A,0:01:10.95,🕒 Long,"A bit late but yeah, Happy Halloween! ^^","90,941","42,691",✅ Yes,❌ No,2.1,9,No Copy,N/A,9,0:23:40,96:19:34,96:43:14,2021-11-30 17:25:13,2022-01-02 12:09:53
Flip Party,Snuslonic,76187760,99764497,Hard,5⭐,5,✔ Normal,slips,OcularNebula,926604,,⭐ Classic,💿,Verified,0:00:53.50,🕒 Medium,"Made in 10 Hours, First Modern Level","14,947","13,932",✅ Yes,❌ No,2.1,3,2580,76187760,5,0:06:39,6:52:46,6:59:25,2021-11-30 17:59:28,2021-12-01 13:07:54
SpLevel,SpKale,76189144,8204309,Easy Demon,10⭐,10,✨ Featured,{Rose},cornandbeans,65711,,⭐ Classic,💿💿💿,Verified,0:01:11.26,🕒 Long,"SpLevel by SpSplit72, SpCeru, SpCrashyy, SpTalia, SpZale, SpNikce, SpKale, and SpToomis","47,505","33,922",✅ Yes,❌ No,2.1,8,Free Copy,N/A,10,0:15:46,10:54:44,11:10:30,2021-11-30 18:58:55,2022-08-13 17:47:32
Smaskig,Swib,76189242,32949862,Harder,7⭐,7,✨ Featured,To The Moon,Dunderpatrullen,673213,,⭐ Classic,,N/A,0:01:29.88,🕒 Long,Let The Music Guide You Through This Amazing Journey of Colours and Love! Sequel To Smarrig! (Font by RayZN),"61,317","49,749",✅ Yes,❌ No,2.1,6,No Copy,N/A,8,0:22:26,31:53:39,32:16:05,2021-11-30 19:03:43,2021-12-07 18:48:36
Tombstone,TopMaksim,76190048,50893335,Hard,4⭐,4,✨ Featured,Goodbye Moonmen- Rick and Morty Instrumental Remix- The Living Tombstone,TheLivingTombstone,815249,,⭐ Classic,,N/A,0:01:00.09,🕒 Long,My favorite level) LoL Level create: 5 days. Thanks everyone for play! Rate its level 4 stars. ---TopMaksim---,"39,277","28,110",✅ Yes,❌ No,2.1,10,342569,N/A,4,16:54:17,N/A,16:54:17,2021-11-30 19:40:19,2022-05-08 11:41:29
Not a modern lvl,Txco0,76192605,98043839,Hard,5⭐,5,✨ Featured,Relax,baryiscool,962315,,⭐ Classic,💿💿💿,Verified,0:01:01.78,🕒 Long,1st art and endscreen by Vytrax | Dedicated to my friends,"12,974","9,805",✅ Yes,❌ No,2.2,1,No Copy,72468481,5,0:09:07,44:37:58,44:47:05,2021-11-30 22:00:53,2024-01-04 14:04:05
Twenty Eighteen,Met3o,76194417,14343155,Harder,6⭐,6,✨ Featured,F-777 - Ouroboros (Liu Wens Theme),F-777,834447,,⭐ Classic,💿,Verified,0:01:04.99,🕒 Long,"Revamped one of my unfinished levels from late 2018, Gormuck & MrSpagh CC 2nd place","39,955","36,444",✅ Yes,❌ No,2.1,8,No Copy,N/A,6,18:55:45,8:54:45,27:50:30,2021-12-01 00:00:49,2021-12-09 20:42:39
troll level,lexycat,76196489,44182760,Extreme Demon,10⭐,10,✔ Normal,Super Mario 3D Land Remix,Psyguy,500706,,⭐ Classic,,N/A,0:01:13.67,🕒 Long,,"31,578",N/A,❌ No,❌ No,2.1,1,No Copy,76196489,10,0:00:17,0:04:35,0:04:52,2021-12-01 02:15:40,2023-08-21 18:58:38
Boo,lmoodlefloo,76196583,85688139,Insane,8⭐,8,✔ Normal,Ghost House,Schtiffles,676349,,⭐ Classic,,N/A,0:01:07.97,🕒 Long,"explore this spooky mansion... but watch out for ghosts!! Extremely proud of this, sorry this took forever, enjoy!","34,448","29,635",✅ Yes,❌ No,2.1,2,Free Copy,N/A,8,43:22:45,N/A,43:22:45,2021-12-01 02:21:41,2021-12-01 11:16:31
the chemist,dragonspy257,76198327,16692204,Harder,7⭐,7,✔ Normal,chloroplast,Winter89,961186,,⭐ Classic,,N/A,0:00:59.29,🕒 Long,my best level. built in 2 days. enjoy! ,"47,325",N/A,❌ No,❌ No,2.1,2,774113,N/A,8,4:21:13,N/A,4:21:13,2021-12-01 04:29:51,2021-12-01 04:45:22
Lucifent,Falldownstairs,76198807,83118679,Insane,8⭐,8,✨ Featured,Mandragora,Miyolophone,752857,,⭐ Classic,💿,Verified,0:01:09.36,🕒 Long,Denberz + Falldownstairs,"121,138","78,638",✅ Yes,❌ No,2.1,6,No Copy,68796254,8,0:03:46,85:50:58,85:54:44,2021-12-01 05:08:19,2021-12-17 01:40:48
Just Relax,Gabriel5700,76198871,35822496,Hard,5⭐,5,✨ Featured,Panda Eyes x Geoxor - Lucid Dreams,PandaEyesOfficial,886901,,⭐ Classic,💿💿💿,Verified,0:01:06.23,🕒 Long,"Just Relax (reupload) Gabriel5700 & more ""yeah ... just relax and get a smile"" :D","47,745","39,379",✅ Yes,❌ No,2.1,4,No Copy,73296361,5,0:26:08,21:51:21,22:17:29,2021-12-01 05:14:18,2021-12-20 04:36:02
JEETINGLY DRIP      ,robotchief,76200722,17140189,Harder,7⭐,7,✨ Featured,drag me with you (reupload),Xorberax,1056713,,⭐ Classic,💿,Verified,0:01:05.42,🕒 Long,Another level of mine from SilvrPS that I took and spruced up and am now uploading to here. JEETINGLY DRIP is so swag.,"40,651","9,457",✅ Yes,❌ No,2.1,1,693145,N/A,7,98:21:22,0:00:03,98:21:25,2021-12-01 07:49:56,2021-12-01 07:49:56
Effectional,AhriRin,76205706,4505816,Insane,8⭐,8,✨ Featured,re:????,Miyolophone,783614,,⭐ Classic,💿💿💿,Verified,0:01:16.53,🕒 Long,"I fixed this level with some feedbacks. And added design last part. Enjoy, all players.","53,581",N/A,❌ No,❌ No,2.1,4,123478,N/A,8,3:12:25,32:59:14,36:11:39,2021-12-01 13:31:57,2022-10-22 09:17:31
Thien Long,ongdanh,76208050,133760325,Easy Demon,10⭐,10,✨ Featured,Epilogue,hyperdemented,723714,,⭐ Classic,💿💿,Verified,0:01:18.10,🕒 Long,Cai Xo stupid,"103,036","82,163",✅ Yes,❌ No,2.1,6,No Copy,75618393,N/A,0:08:10,29:51:58,30:00:08,2021-12-01 15:29:54,2022-04-14 11:58:38
SAKURA,xVicoGD,76208901,61573938,Harder,6⭐,6,✨ Featured,Japanology,Spiriax,474579,,⭐ Classic,,N/A,0:01:09.02,🕒 Long,"Japanese theme level, hope you like it <3","80,719","54,952",✅ Yes,❌ No,2.1,11,No Copy,68378876,6,0:59:20,64:48:50,65:48:10,2021-12-01 16:10:43,2021-12-02 13:46:15
RobTopLovesRedBull,SouneX,76212120,27491805,Hard,5⭐,5,✔ Normal,Monotonous,Winter89,963446,,⭐ Classic,,N/A,0:00:49.48,🕒 Medium,Dedicated to RobTop cause he loves RedBull (not sponsored) ,"19,142",N/A,❌ No,❌ No,2.1,4,694203,N/A,5,1:13:04,7:02:04,8:15:08,2021-12-01 18:31:26,2021-12-18 05:57:50
KPbIca,FerrariF1Team,76214242,147628151,Harder,7⭐,7,✨ Featured,Zephyr,SynthR,210061,,⭐ Classic,,N/A,0:01:10.35,🕒 Long,"Feel the vibrance, official sequel to YTKA. Made by myself, MrGD777 and LLJ. Endscreen by izzul93 and merged by shadowaxekid.","58,645","48,442",✅ Yes,❌ No,2.1,4,248176,74508638,7,0:52:15,20:45:28,21:37:43,2021-12-01 20:11:50,2021-12-11 02:14:44
Brechstange,MeguGD,76215102,129230927,Hard,4⭐,4,✔ Normal,Masked (original by Austin C),ACXLE,837213,,⭐ Classic,💿💿💿,Verified,0:01:02.25,🕒 Long,Hope you enjoy!,"20,015","16,413",✅ Yes,❌ No,2.2,1,Free Copy,N/A,4,0:04:56,86:14:13,86:19:09,2021-12-01 20:57:35,2024-07-13 14:06:32
GeneriC XmaS LvL,BrainETR,76215280,7066983,Harder,6⭐,6,✨ Featured,Carol of the Bells (BrainETR Remix),BrainETR,1090646,,⭐ Classic,,N/A,0:00:59.08,🕒 Long,"My first ever Christmas level, using my own remix of my favorite Christmas song :) I put a lot of time into this level, so I hope you enjoy!","24,791","19,986",✅ Yes,❌ No,2.1,1,Free Copy,N/A,7,10:38:37,N/A,10:38:37,2021-12-01 21:08:08,2021-12-01 21:08:08
BEATMANIAC,divikair,76215677,62622786,Insane,8⭐,8,✨ Featured,the beast i worship,SixImpala,842969,,⭐ Classic,,N/A,0:00:43.44,🕒 Medium,/!\ flashing lights /!\,"32,167","29,636",✅ Yes,❌ No,2.1,4,Free Copy,N/A,8,2:37:59,24:00:07,26:38:06,2021-12-01 21:33:54,2021-12-03 21:35:31
Basket Case,RainerOW,76215686,121446866,Harder,7⭐,7,✨ Featured,SilentCrafter - Power On,SilentCrafter,949562,,⭐ Classic,💿💿💿,Verified,0:00:59.82,🕒 Long,"Any bugs, please let me know","42,965",N/A,❌ No,❌ No,2.1,1,No Copy,76207474,7,0:04:10,8:54:31,8:58:41,2021-12-01 21:34:15,2021-12-01 21:34:15
Octo game,K911unA,76217972,40686258,Hard,4⭐,4,✨ Featured,Infowler - Home Again (ft. Mizu),infowler,1089254,,⭐ Classic,💿💿💿,Verified,0:00:58.75,🕒 Long,squid game next?  8860obj,"8,860",N/A,❌ No,❌ No,2.1,1,911911,N/A,4,4:15:44,N/A,4:15:44,2021-12-02 00:06:16,2021-12-02 00:06:16
Xenia,zetamewies,76218540,17544852,Hard,5⭐,5,✨ Featured,I dont wanna talk,Trippple,942823,,⭐ Classic,,N/A,0:01:17.41,🕒 Long,"I'm back. Tried doing a new style, a mish-mashed inspiration from LandonGMD and Split72. Verified by vcsouly. Seat of Greene County, Ohio.","26,909","21,987",✅ Yes,❌ No,2.1,4,40374,N/A,5,22:51:04,N/A,22:51:04,2021-12-02 00:46:07,2022-01-21 19:38:58
